Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
15064,Javel - André Citroën,True,45,11,33,29,4,True,True,2025-11-05 09:33:25+00:00,"(48.846276485475, 2.2786368057132)",Paris,75056
40009,Lycée Saint Exupéry - Juliette Savar,True,30,27,3,1,2,True,True,2025-11-05 09:27:29+00:00,"(48.783021513972, 2.4637357216879)",Créteil,94028
14010,Jean Moulin - Place Victor et Hélène Basch,True,41,35,5,1,4,True,True,2025-11-05 09:29:42+00:00,"(48.82764910241, 2.3261967301369)",Paris,75056
12043,Daumesnil - Hébrard,True,40,21,19,18,1,True,True,2025-11-05 09:33:18+00:00,"(48.8429, 2.38474)",Paris,75056
43001,Paris - Laitières,True,22,8,13,7,6,True,True,2025-11-05 09:28:46+00:00,"(48.846302741513, 2.4207553267479)",Vincennes,94080
15072,Place Fernand Forest,True,33,4,27,26,1,True,True,2025-11-05 09:31:32+00:00,"(48.849269143836, 2.281863167882)",Paris,75056
40005,Conservatoire Marcel Dadi,True,26,24,1,1,0,True,True,2025-11-05 09:32:40+00:00,"(48.790090379157, 2.4535970427243)",Créteil,94028
17023,Porte d'Asnières,True,36,25,9,2,7,True,True,2025-11-05 09:33:20+00:00,"(48.89035817610495, 2.3036286234855656)",Paris,75056
17107,Berthier - Place Stuart Merril,True,37,26,10,8,2,True,True,2025-11-05 09:31:21+00:00,"(48.885927922355044, 2.2933450341224675)",Paris,75056
44007,Camille Groult - Guy Môquet,True,22,3,19,9,10,True,True,2025-11-05 09:27:06+00:00,"(48.787482746521306, 2.3976725712418556)",Vitry-sur-Seine,94081
15057,Lucien Bossoutrot - Général Martial Vallin,True,39,0,38,30,8,True,True,2025-11-05 09:33:43+00:00,"(48.836956046311, 2.2741072252393)",Paris,75056
10105,Mazagran - Bonne Nouvelle,True,25,12,13,7,6,True,True,2025-11-05 09:31:18+00:00,"(48.870047123655, 2.3511248454452)",Paris,75056
16002,Pergolèse - Malakoff,True,38,18,20,14,6,True,True,2025-11-05 09:34:21+00:00,"(48.87521088779225, 2.2842781618237495)",Paris,75056
17003,Jacques Kellner - Saint-Ouen,True,45,35,9,6,3,True,True,2025-11-05 09:30:04+00:00,"(48.895809485802886, 2.327897409164145)",Paris,75056
15005,Place Jacques et Thérèse Tréfouël,True,43,34,8,4,4,True,True,2025-11-05 09:34:13+00:00,"(48.842726498317, 2.3125657439232)",Paris,75056
42501,Raspail - Albert Schweitzer,True,28,9,18,14,4,True,True,2025-11-05 09:28:43+00:00,"(48.81031545, 2.34395871)",Gentilly,94037
4020,Place Edmond Michelet,True,23,14,9,3,6,True,True,2025-11-05 09:33:08+00:00,"(48.860134890542, 2.3500636965036)",Paris,75056
6008,Assas - Luxembourg,True,33,4,29,11,18,True,True,2025-11-05 09:34:25+00:00,"(48.843734468779, 2.3334283818759)",Paris,75056
23004,Paul Vaillant-Couturier - Victor Hugo,True,36,22,13,8,5,True,True,2025-11-05 09:28:53+00:00,"(48.89819702263572, 2.293848017974069)",Levallois-Perret,92044
22206,Louis Pasteur - Albert Petit,True,31,27,1,1,0,True,True,2025-11-05 09:29:59+00:00,"(48.796261, 2.317289)",Bagneux,92007
22408,Place du 14 Juillet,True,22,16,6,3,3,True,True,2025-11-05 09:28:41+00:00,"(48.819266959525, 2.3011998832226)",Malakoff,92046
21217,Louis Rolland - République,True,26,22,4,1,3,True,True,2025-11-05 09:33:12+00:00,"(48.81710889740748, 2.3193106434955717)",Montrouge,92049
5012,Estrapade - Ulm,True,16,0,15,5,10,True,True,2025-11-05 09:34:10+00:00,"(48.84512772828, 2.3454568170362)",Paris,75056
16011,Victor Hugo - La Pompe,True,41,22,17,3,14,True,True,2025-11-05 09:33:00+00:00,"(48.86795222470859, 2.28146318346262)",Paris,75056
11017,Charonne - Bureau,True,47,47,0,0,0,True,True,2025-11-05 09:27:10+00:00,"(48.854176, 2.396093)",Paris,75056
25001,Colmar - Victor Hugo,True,32,5,27,21,6,True,True,2025-11-05 09:33:31+00:00,"(48.88652251096166, 2.173960916697979)",Rueil-Malmaison,92063
12018,Saint-Mandé - Fabre d'Eglantine,True,34,16,17,10,7,True,True,2025-11-05 09:33:17+00:00,"(48.8453579, 2.3965022)",Paris,75056
35007,Benjamin Delessert - Jean Lolive,True,21,18,3,0,3,True,True,2025-11-05 09:32:54+00:00,"(48.89392043619345, 2.417981922626496)",Pantin,93055
9004,Gérando - Rochechouart,True,21,16,2,0,2,True,True,2025-11-05 09:30:16+00:00,"(48.88294340845, 2.3464846238494)",Paris,75056
47001,Place de la Gare,True,46,35,9,6,3,True,True,2025-11-05 09:30:07+00:00,"(48.80253358011283, 2.4275037646293645)",Maisons-Alfort,94046
51002,Placette Grégoire Collas,True,25,18,7,6,1,True,True,2025-11-05 09:32:39+00:00,"(48.94342014002797, 2.2487476095557213)",Argenteuil,95018
13128,Quai de la Gare - Pont de Bercy,True,30,17,12,9,3,True,True,2025-11-05 09:33:34+00:00,"(48.83730787972, 2.3740861260598)",Paris,75056
10162,Alexandre Parodi - Quai de Valmy,True,24,23,1,1,0,True,True,2025-11-05 09:32:15+00:00,"(48.879359419425, 2.3665961623192)",Paris,75056
8020,Batignolles - Beudant,True,44,37,6,2,4,True,True,2025-11-05 09:33:59+00:00,"(48.882164014664, 2.3198529705405)",Paris,75056
13009,Auguste Blanqui - Corvisart,True,26,21,5,4,1,True,True,2025-11-05 09:32:05+00:00,"(48.8300989, 2.3502726)",Paris,75056
18003,Cimetière de Montmartre,True,43,40,3,2,1,True,True,2025-11-05 09:32:24+00:00,"(48.886472466142, 2.3328901827335)",Paris,75056
27005,Gare du Stade,True,20,7,13,7,6,True,True,2025-11-05 09:33:47+00:00,"(48.9312676, 2.2603778)",Colombes,92025
22303,Lucien Lanternier - Le Luth,True,27,12,15,10,5,True,True,2025-11-05 09:30:56+00:00,"(48.93159430558871, 2.2889783978462224)",Gennevilliers,92036
44016,Balzac - Olympes de Gouges,True,28,13,15,13,2,True,True,2025-11-05 09:30:50+00:00,"(48.778503324868, 2.4006786569953)",Vitry-sur-Seine,94081
92001,Mairie de quartier du Plateau - Mont-Valérien,True,20,18,2,1,1,True,True,2025-11-05 09:25:27+00:00,"(48.8799933, 2.2072437)",Nanterre,92050
15071,Suffren - Champ de Mars,True,23,1,20,18,2,True,True,2025-11-05 09:34:01+00:00,"(48.8547194, 2.2952168)",Paris,75056
15004,Vaugirard - Pasteur,True,21,20,1,0,1,True,True,2025-11-05 09:32:16+00:00,"(48.84040868803496, 2.3154367133975033)",Paris,75056
9024,Taitbout - La Fayette,True,53,1,51,38,13,True,True,2025-11-05 09:33:48+00:00,"(48.8733298892, 2.3352625966072)",Paris,75056
23010,Voltaire - Anatole France,True,27,3,23,16,7,True,True,2025-11-05 09:32:52+00:00,"(48.891999360256904, 2.284262739121914)",Levallois-Perret,92044
8201,Arsène Houssaye - Friedland,True,29,22,7,2,5,True,True,2025-11-05 09:34:26+00:00,"(48.874510616163, 2.2994716674148)",Paris,75056
6027,Blaise-Desgoffe - Vaugirard,True,32,22,9,4,5,True,True,2025-11-05 09:29:19+00:00,"(48.846128877747, 2.3242672160268)",Paris,75056
19210,Place des Fêtes - Solitaires,True,29,29,0,0,0,False,False,2025-08-11 11:58:55+00:00,"(48.876644633122, 2.3920327806309)",Paris,75056
18007,Goutte d'or - Barbès,True,20,18,2,0,2,True,True,2025-11-05 09:28:43+00:00,"(48.885124323627, 2.3496962338686)",Paris,75056
9102,Londres - Place d'Estienne d'Orves,True,25,2,23,17,6,True,True,2025-11-05 09:34:02+00:00,"(48.876693805756986, 2.3305362090468407)",Paris,75056
19128,Quai de l'Oise - Aisne,True,30,22,7,1,6,True,True,2025-11-05 09:29:32+00:00,"(48.8906231, 2.3833701)",Paris,75056
9006,Dunkerque - Trudaine,True,16,15,1,0,1,True,True,2025-11-05 09:30:50+00:00,"(48.88215166773376, 2.3463253676891327)",Paris,75056
18006,Square Louise Michel,True,36,34,1,0,1,True,True,2025-11-05 09:33:07+00:00,"(48.884687354509, 2.3441386967897)",Paris,75056
92006,Place Nelson Mandela,True,30,13,17,5,12,True,True,2025-11-05 09:32:41+00:00,"(48.897874318180556, 2.2182820737361912)",Nanterre,92050
21401,Mairie de Clamart,True,33,31,1,0,1,True,True,2025-11-05 09:31:53+00:00,"(48.800612, 2.262151)",Clamart,92023
5024,Place Monge,True,21,11,10,9,1,True,True,2025-11-05 09:31:34+00:00,"(48.842761803051, 2.3524079471827)",Paris,75056
13044,Place Jeanne d'Arc,True,36,32,4,1,3,True,True,2025-11-05 09:29:19+00:00,"(48.829575, 2.369126)",Paris,75056
31005,Square Denise Buisson,True,45,39,5,2,3,True,True,2025-11-05 09:32:59+00:00,"(48.8562322730982, 2.426436245441437)",Montreuil,93048
9027,Douai - Pierre Fontaine,True,25,22,2,0,2,True,True,2025-11-05 09:34:15+00:00,"(48.88229101148092, 2.33324121683836)",Paris,75056
12038,Picpus - Louis Braille,True,58,57,1,1,0,True,True,2025-11-05 09:33:56+00:00,"(48.839988788912, 2.4005256685521)",Paris,75056
17108,Bessières - Porte de Clichy,True,33,10,23,21,2,True,True,2025-11-05 09:34:19+00:00,"(48.89611762451474, 2.31790903955698)",Paris,75056
12005,Crozatier - Faubourg Saint-Antoine,True,42,18,22,18,4,True,True,2025-11-05 09:32:52+00:00,"(48.850440013405, 2.378901366211)",Paris,75056
8037,Monceau - Malesherbes,True,38,4,33,13,20,True,True,2025-11-05 09:33:59+00:00,"(48.8795079, 2.3145456)",Paris,75056
9011,Geoffroy - Marie,True,20,3,17,14,3,True,True,2025-11-05 09:34:18+00:00,"(48.873781940593325, 2.344513876337893)",Paris,75056
15022,Emile Zola - Fondary,True,42,6,31,27,4,True,True,2025-11-05 09:34:17+00:00,"(48.847051143113745, 2.2953405976295476)",Paris,75056
9034,Godot de Mauroy - Madeleine,True,22,1,20,11,9,True,True,2025-11-05 09:32:49+00:00,"(48.869789, 2.326347)",Paris,75056
43010,La Jarry - Place Diderot,True,25,23,2,1,1,True,True,2025-11-05 09:27:56+00:00,"(48.849726940367, 2.4520137906075)",Vincennes,94080
12028,Vivaldi - Antoine-Julien Hénard,True,27,24,3,2,1,True,True,2025-11-05 09:26:15+00:00,"(48.841923663276546, 2.389728979467376)",Paris,75056
21306,Place Lafayette,True,62,2,60,44,16,True,True,2025-11-05 09:33:55+00:00,"(48.829654975522, 2.2638675570488)",Issy-les-Moulineaux,92040
12035,Madagascar - Meuniers,True,47,44,2,1,1,True,True,2025-11-05 09:33:08+00:00,"(48.83460464474706, 2.3970650508999825)",Paris,75056
1021,Halles - Bourdonnais,True,20,4,16,9,7,True,True,2025-11-05 09:28:52+00:00,"(48.860448992575, 2.3460162431002)",Paris,75056
7202,Constant Coquelin - Invalides,True,31,28,3,1,2,True,True,2025-11-05 09:30:46+00:00,"(48.848283157236, 2.315749520203)",Paris,75056
33015,Charles Tillon - Cimetière Communal,True,30,21,7,3,4,True,True,2025-11-05 09:26:41+00:00,"(48.91844023641836, 2.3935630917549138)",Aubervilliers,93001
5115,Buffon - Jardin des Plantes,True,30,20,10,8,2,True,True,2025-11-05 09:30:34+00:00,"(48.842668466104875, 2.3618587106466293)",Paris,75056
7017,La Motte-Picquet - La Tour Maubourg,True,40,22,18,14,4,True,True,2025-11-05 09:33:02+00:00,"(48.856926701847, 2.3096215831203)",Paris,75056
12101,Charenton - Prague,True,26,15,10,8,2,True,True,2025-11-05 09:28:51+00:00,"(48.848175129981, 2.3763584494312)",Paris,75056
35006,Delizy - Louis Nadot,True,22,11,11,6,5,True,True,2025-11-05 09:29:05+00:00,"(48.896212845581346, 2.4094578623771667)",Pantin,93055
21707,Square Etienne Jarousse,True,25,23,1,0,1,True,True,2025-11-05 09:31:07+00:00,"(48.82485182597129, 2.2925933450460434)",Vanves,92075
41205,Maréchal Joffre - Verdun,True,20,19,1,0,1,True,True,2025-11-05 09:31:16+00:00,"(48.85385, 2.470307)",Fontenay-sous-Bois,94033
21319,Esplanade du Foncet - Camille Desmoulins,True,28,2,26,21,5,True,True,2025-11-05 09:30:45+00:00,"(48.827090233495, 2.2606857866049)",Issy-les-Moulineaux,92040
22015,Île de la Jatte,True,23,7,15,1,14,True,True,2025-11-05 09:32:08+00:00,"(48.894036161302104, 2.2666339203715324)",Neuilly-sur-Seine,92051
21315,Jules Guesdes - Général de Gaulle,True,24,23,1,0,1,True,True,2025-11-05 09:26:26+00:00,"(48.81930581291959, 2.278934195637703)",Issy-les-Moulineaux,92040
44005,Place Saint-Just,True,22,10,11,4,7,True,True,2025-11-05 09:33:55+00:00,"(48.790379518724265, 2.3895226791501045)",Vitry-sur-Seine,94081
15006,Cherche-Midi - Hôpital Necker,True,38,33,5,3,2,True,True,2025-11-05 09:30:26+00:00,"(48.84461063309956, 2.317914068698883)",Paris,75056
17119,Toqueville - Cardinet,True,33,30,3,0,3,True,True,2025-11-05 09:29:50+00:00,"(48.88490187110713, 2.3109393194317818)",Paris,75056
21402,Place Aimé Césaire,True,27,21,6,1,5,True,True,2025-11-05 09:28:27+00:00,"(48.783194713067815, 2.2429127991199493)",Clamart,92023
15011,Cambronne - Villa Croix Nivert,True,62,45,17,13,4,True,True,2025-11-05 09:32:45+00:00,"(48.845847561366, 2.3017574474216)",Paris,75056
41403,Gare RER - Malleret-Joinville,True,20,16,3,1,2,True,True,2025-11-05 09:32:32+00:00,"(48.802936, 2.42531)",Alfortville,94002
32601,Porte des Lilas - Faidherbe,True,39,38,1,1,0,True,True,2025-11-05 09:28:13+00:00,"(48.87861855668978, 2.4120327830314636)",Les Lilas,93045
13018,Bruant - Vincent Auriol,True,25,0,25,20,5,True,True,2025-11-05 09:31:56+00:00,"(48.834848452929, 2.3668264996271)",Paris,75056
33016,Fort d'Aubervilliers,True,22,7,14,9,5,True,True,2025-11-05 09:29:21+00:00,"(48.91502382370325, 2.4035281687974925)",Aubervilliers,93001
21303,Jean Monnet - Iles,True,32,1,31,21,10,True,True,2025-11-05 09:34:09+00:00,"(48.823393984057304, 2.2497073194874866)",Issy-les-Moulineaux,92040
12026,Place Ginette Hamelin,True,51,18,33,26,7,True,True,2025-11-05 09:30:51+00:00,"(48.837853, 2.382064)",Paris,75056
33014,Parc Eli Lotar,True,20,11,8,5,3,True,True,2025-11-05 09:32:20+00:00,"(48.91844993053703, 2.3727085813879967)",Aubervilliers,93001
6012,Saint-Germain - Ciseaux,True,18,3,13,6,7,True,True,2025-11-05 09:32:40+00:00,"(48.853305277595, 2.3344654618827)",Paris,75056
9007,Condorcet - Turgot,True,20,13,7,2,5,True,True,2025-11-05 09:33:14+00:00,"(48.87985155789093, 2.345232367515564)",Paris,75056
15311,Quai du Président Roosevelt - Pont Aval,True,30,3,27,23,4,True,True,2025-11-05 09:33:16+00:00,"(48.834388367639, 2.2656820714474)",Paris,75056
33103,Jean Jaurès - Jules Jacquemin,True,24,19,3,0,3,True,True,2025-11-05 09:30:48+00:00,"(48.88433053604843, 2.4082902455152104)",Le Pré-Saint-Gervais,93061
46003,Conservatoire de Musique,True,25,14,8,2,6,True,True,2025-11-05 09:32:21+00:00,"(48.770935866676, 2.4034014344215)",Choisy-le-Roi,94022
14032,Mairie du 14ème,True,32,30,2,0,2,True,True,2025-11-05 09:29:53+00:00,"(48.83254578123, 2.3254923149943)",Paris,75056
17111,Lemercier - Cardinet,True,24,21,3,1,2,True,True,2025-11-05 09:25:17+00:00,"(48.890097168851746, 2.317377626895905)",Paris,75056
14011,Place des Droits de l'Enfant,True,39,37,2,0,2,True,True,2025-11-05 09:31:02+00:00,"(48.8274804, 2.3319217)",Paris,75056
8116,Champs-Elysees - Bassano,True,25,25,0,0,0,False,False,2021-02-21 19:09:18+00:00,"(48.871811807816, 2.300238981843)",Paris,75056
41401,Marne - Charles de Gaulle,True,27,25,2,1,1,True,True,2025-11-05 09:28:05+00:00,"(48.815071719544434, 2.4121668934822087)",Alfortville,94002
18030,Joseph Dijon - Ornano,True,37,35,2,2,0,True,True,2025-11-05 09:28:53+00:00,"(48.89374453351521, 2.3476678133010864)",Paris,75056
14031,Didot - Place de Moro-Giafferi,True,22,19,2,0,2,True,True,2025-11-05 09:31:08+00:00,"(48.8337, 2.3215)",Paris,75056
21314,Chemin de Bretagne,True,29,10,19,10,9,True,True,2025-11-05 09:33:43+00:00,"(48.824753068884, 2.2588385956052)",Issy-les-Moulineaux,92040
33012,Landy - Heurtault,True,30,19,10,9,1,True,True,2025-11-05 09:31:54+00:00,"(48.915096534520316, 2.375951372087002)",Aubervilliers,93001
13516,Glacière - Soeur Catherine Marie,True,40,31,8,4,4,True,True,2025-11-05 09:25:50+00:00,"(48.829522989420596, 2.343570403754711)",Paris,75056
2013,Favart - Italiens,True,17,0,16,7,9,True,True,2025-11-05 09:28:45+00:00,"(48.871446353921, 2.3382901058508)",Paris,75056
12155,Rottembourg - Général Michel Bizot,True,43,40,3,1,2,True,True,2025-11-05 09:26:19+00:00,"(48.83787825992554, 2.4044052511453633)",Paris,75056
43202,Pavé Grignon - Bretagne,False,1,1,0,0,0,False,False,2025-07-24 09:25:26+00:00,"(48.757926073227, 2.4036482119581)",Thiais,94073
10021,Marché Saint-Quentin,True,15,12,2,1,1,True,True,2025-11-05 09:27:05+00:00,"(48.877356057652, 2.3545114456374)",Paris,75056
10019,Paradis - Hauteville,True,31,2,28,21,7,True,True,2025-11-05 09:34:18+00:00,"(48.874999954666755, 2.3522757401923404)",Paris,75056
41211,Louis Xavier de Ricard - Ancienne Mairie,True,34,32,2,1,1,True,True,2025-11-05 09:33:46+00:00,"(48.84629899065091, 2.472420372068882)",Fontenay-sous-Bois,94033
11033,Bréguet - Sabin,True,33,17,15,12,3,True,True,2025-11-05 09:34:08+00:00,"(48.856931678257, 2.3706749462105)",Paris,75056
44011,Lebrun - Colonel Fabien,True,27,12,15,0,15,True,True,2025-11-05 09:30:30+00:00,"(48.78266870733145, 2.381317801773548)",Vitry-sur-Seine,94081
10033,Gare du Nord - Saint-Vincent de Paul,True,24,24,8,4,4,True,True,2025-11-05 09:33:34+00:00,"(48.880955741648, 2.3524305148385)",Paris,75056
4019,Cloître Saint-Merri - Renard,True,32,18,14,9,5,True,True,2025-11-05 09:32:17+00:00,"(48.858835448898, 2.3518279194832)",Paris,75056
18039,Jardins d'Eole,True,20,16,4,2,2,True,True,2025-11-05 09:30:55+00:00,"(48.8869703, 2.3668488)",Paris,75056
5001,Harpe - Saint-Germain,True,45,26,19,17,2,True,True,2025-11-05 09:33:13+00:00,"(48.851518815017, 2.3436703160405)",Paris,75056
12036,Reuilly - Place Felix Eboue,True,42,34,7,0,7,True,True,2025-11-05 09:34:03+00:00,"(48.84030274499962, 2.394630398715453)",Paris,75056
15129,Hôpital Necker,True,40,28,11,9,2,True,True,2025-11-05 09:31:43+00:00,"(48.846043490118454, 2.313245013356209)",Paris,75056
14026,Plantes - Moulin Vert,True,45,43,1,0,1,True,True,2025-11-05 09:29:35+00:00,"(48.83005755305626, 2.3232302069664006)",Paris,75056
3102,Bourg l'Abbé - Saint-Martin,True,61,28,31,26,5,True,True,2025-11-05 09:33:58+00:00,"(48.863933319493, 2.352406270802)",Paris,75056
16012,Flandrin - Longchamp,True,42,8,32,19,13,True,True,2025-11-05 09:34:07+00:00,"(48.86877849178477, 2.274354539176829)",Paris,75056
51001,Gare d'Argenteuil,True,40,23,17,3,14,True,True,2025-11-05 09:31:52+00:00,"(48.947022436806705, 2.256898172199726)",Argenteuil,95018
16036,Porte Molitor,True,60,37,23,17,6,True,True,2025-11-05 09:31:11+00:00,"(48.84524763511433, 2.2569015249609947)",Paris,75056
23102,Hôtel de Ville de Sèvres,True,32,23,8,5,3,True,True,2025-11-05 09:31:18+00:00,"(48.824363561289, 2.2131047397852)",Sèvres,92072
10032,Claude Vellefaux - Hôpital Saint-Louis,True,32,22,7,3,4,True,True,2025-11-05 09:25:56+00:00,"(48.872859139003, 2.3700717069851)",Paris,75056
6022,Marché Saint-Germain,True,21,15,6,2,4,True,True,2025-11-05 09:30:06+00:00,"(48.85165625855281, 2.335500307381153)",Paris,75056
26004,Gare RER les Grésillons,True,22,17,5,4,1,True,True,2025-11-05 09:27:22+00:00,"(48.919898633572764, 2.31458459136273)",Asnières-sur-Seine,92004
13052,Leredde - Tolbiac,True,44,33,10,7,3,True,True,2025-11-05 09:30:04+00:00,"(48.82887629664, 2.3744382709265)",Paris,75056
1006,Grande Truanderie - Saint-Denis,True,33,28,3,3,0,True,True,2025-11-05 09:28:53+00:00,"(48.8626302, 2.3498075)",Paris,75056
15127,Place Charles Michels,True,37,26,11,8,3,True,True,2025-11-05 09:30:13+00:00,"(48.846401, 2.28502)",Paris,75056
19110,Square Claude Bernard,True,30,3,27,19,8,True,True,2025-11-05 09:34:08+00:00,"(48.89876016219984, 2.375325746834278)",Paris,75056
15070,Balard - Montagne de la Fage,True,36,0,36,30,6,True,True,2025-11-05 09:31:13+00:00,"(48.838507403334, 2.2782871127129)",Paris,75056
11112,Jules Vallès - Charonne,True,23,21,1,0,1,True,True,2025-11-05 09:28:50+00:00,"(48.854284379935, 2.3847674578428)",Paris,75056
20105,Benoît Frachon - République,True,30,18,12,10,2,True,True,2025-11-05 09:33:11+00:00,"(48.85230729014318, 2.415605485439301)",Paris,75056
8117,Place de la Madeleine - Royale,True,43,1,39,23,16,True,True,2025-11-05 09:29:11+00:00,"(48.869228052648, 2.324421107769)",Paris,75056
6002,Saint-Benoît - Jacob,True,23,4,18,16,2,True,True,2025-11-05 09:33:05+00:00,"(48.85545136013941, 2.3334722220897675)",Paris,75056
4006,Bourdon - Pont Morland,True,52,12,39,30,9,True,True,2025-11-05 09:33:45+00:00,"(48.8478103, 2.3659356)",Paris,75056
20044,Davout - Volga,True,28,28,0,0,0,True,True,2025-11-05 09:25:19+00:00,"(48.852919679957296, 2.410522909779111)",Paris,75056
5007,Ecoles - Carmes,True,36,12,21,13,8,True,True,2025-11-05 09:31:36+00:00,"(48.848904447989, 2.3473486304283)",Paris,75056
16019,Porte de la Muette,True,36,2,34,16,18,True,True,2025-11-05 09:34:16+00:00,"(48.86302317841182, 2.2687188170157406)",Paris,75056
3008,Perle - Vieille du Temple,True,36,5,31,13,18,True,True,2025-11-05 09:34:27+00:00,"(48.8601346, 2.3611206)",Paris,75056
17024,Villiers - Batignolles,True,23,14,8,1,7,True,True,2025-11-05 09:32:07+00:00,"(48.881252538461, 2.3165384307504)",Paris,75056
5015,Epée de Bois - Mouffetard,True,63,55,6,5,1,True,True,2025-11-05 09:34:26+00:00,"(48.841508690388835, 2.350066713988781)",Paris,75056
41203,Stalingrad - Rigollots,True,51,48,2,0,2,True,True,2025-11-05 09:30:30+00:00,"(48.84997403844251, 2.45557576417923)",Fontenay-sous-Bois,94033
15128,Cadix - Hameau,True,37,5,31,26,5,True,True,2025-11-05 09:34:19+00:00,"(48.8340107632249, 2.289516180753708)",Paris,75056
43201,Place du Général Leclerc,False,1,1,0,0,0,False,False,2025-10-23 05:24:50+00:00,"(48.76529107158, 2.3926565092808)",Thiais,94073
44014,Camille Risch - Paul Armangot,True,25,16,9,7,2,True,True,2025-11-05 09:27:21+00:00,"(48.774703, 2.373685)",Vitry-sur-Seine,94081
40006,Université Paris Est Créteil,True,43,26,17,8,9,True,True,2025-11-05 09:28:47+00:00,"(48.787714467944, 2.4461909509055)",Créteil,94028
12037,Reuilly - Daumesnil,True,36,33,2,1,1,True,True,2025-11-05 09:27:51+00:00,"(48.8395385, 2.3972516)",Paris,75056
20022,Porte de Bagnolet,True,33,32,1,0,1,True,True,2025-11-05 09:24:42+00:00,"(48.864707139122984, 2.408344637349607)",Paris,75056
1007,Turbigo - Française,True,16,0,16,10,6,True,True,2025-11-05 09:26:36+00:00,"(48.86358858111446, 2.3477794602513313)",Paris,75056
10008,Cité Riverin - Château d'Eau,True,18,11,7,2,5,True,True,2025-11-05 09:33:50+00:00,"(48.870702423554306, 2.358739863900845)",Paris,75056
21309,Mairie d'Issy,True,41,22,17,16,1,True,True,2025-11-05 09:28:16+00:00,"(48.823767792468, 2.2723111510277)",Issy-les-Moulineaux,92040
42505,Charles Frérot - Albert Guilpin,True,30,8,22,21,1,True,True,2025-11-05 09:33:36+00:00,"(48.8155839183714, 2.3505029082298283)",Gentilly,94037
18004,Place des Abbesses,True,12,9,2,0,2,True,True,2025-11-05 09:33:04+00:00,"(48.884542726149725, 2.3386867716908455)",Paris,75056
12015,Place de la Nation - Picpus,True,36,32,3,1,2,True,True,2025-11-05 09:33:43+00:00,"(48.846821681548, 2.4001130461693)",Paris,75056
7012,Cité Vaneau,True,26,13,13,6,7,True,True,2025-11-05 09:33:59+00:00,"(48.8542210666207, 2.319614924490452)",Paris,75056
48004,Maxime Gorki - Louis Aragon,True,20,11,8,2,6,True,True,2025-11-05 09:33:30+00:00,"(48.78909814728443, 2.368387877941132)",Villejuif,94076
20104,Louis Lumière.,True,22,22,0,0,0,True,True,2025-11-05 09:27:34+00:00,"(48.86216198070008, 2.41112578185621)",Paris,75056
14001,Edgar Quinet - Gaité,True,27,24,3,0,3,True,True,2025-11-05 09:32:26+00:00,"(48.841160928966, 2.324595451355)",Paris,75056
20024,Gambetta - Père Lachaise,True,29,25,4,0,4,True,True,2025-11-05 09:33:40+00:00,"(48.864295696165875, 2.398228667282044)",Paris,75056
18139,Poissonniers - Championnet,True,28,24,4,1,3,True,True,2025-11-05 09:32:27+00:00,"(48.89543299733937, 2.3530178144574165)",Paris,75056
18140,Porte de Clignancourt - Ney,True,40,28,11,5,6,True,True,2025-11-05 09:32:58+00:00,"(48.899641123987095, 2.344321422278881)",Paris,75056
16042,Murat - Porte de Saint-Cloud,True,38,29,7,5,2,True,True,2025-11-05 09:27:38+00:00,"(48.83750862621299, 2.2577651962637906)",Paris,75056
9009,Square Montholon,True,21,10,11,7,4,True,True,2025-11-05 09:31:20+00:00,"(48.876620377545024, 2.3457641154527664)",Paris,75056
15008,Sèvres - Lecourbe,True,62,39,21,19,2,True,True,2025-11-05 09:33:27+00:00,"(48.8447677, 2.3110086)",Paris,75056
16102,Pergolèse - Marbeau,True,27,26,1,1,0,True,True,2025-11-05 09:30:21+00:00,"(48.873568706869, 2.2815125225299)",Paris,75056
22201,Henri Ravera - Gabriel Péri,True,30,25,5,0,5,True,True,2025-11-05 09:27:18+00:00,"(48.79722273833844, 2.302115857601166)",Bagneux,92007
4021,Centre Georges Pompidou,True,26,18,7,3,4,True,True,2025-11-05 09:33:37+00:00,"(48.861419, 2.352581)",Paris,75056
16105,Crevaux - Bugeaud,True,31,30,1,0,1,True,True,2025-11-05 09:28:47+00:00,"(48.87080942867, 2.2811490076919)",Paris,75056
20034,Sorbier - Ménilmontant,True,24,22,2,0,2,True,True,2025-11-05 09:33:29+00:00,"(48.868542395661, 2.3897721245885)",Paris,75056
18202,Diane Arbus,True,38,26,11,5,6,True,True,2025-11-05 09:34:09+00:00,"(48.898800717199, 2.3524022474885)",Paris,75056
20001,Place de la Nation - Charonne,True,36,34,2,1,1,True,True,2025-11-05 09:34:06+00:00,"(48.848364667777, 2.3997623859813)",Paris,75056
10204,Dunkerque - Maubeuge,True,1,1,0,0,0,False,False,2025-10-23 05:25:24+00:00,"(48.880432768947, 2.3528900992907)",Paris,75056
15132,Bargue -  Dutot,True,21,14,7,1,6,True,True,2025-11-05 09:29:29+00:00,"(48.837884, 2.308876)",Paris,75056
