Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
16107,Benjamin Godard - Victor Hugo,True,35,15,19,17,2,True,True,2025-11-05 09:29:49+00:00,"(48.865983, 2.275725)",Paris,75056
32304,Charcot - Benfleet,True,28,24,3,1,2,True,True,2025-11-05 09:28:17+00:00,"(48.878370277021, 2.440523876268)",Romainville,93063
40001,Hôpital Mondor,True,28,17,10,3,7,True,True,2025-11-05 09:34:09+00:00,"(48.798922410229, 2.4537451531298)",Créteil,94028
9020,Toudouze - Clauzel,True,21,18,3,1,2,True,True,2025-11-05 09:25:14+00:00,"(48.87929591733507, 2.3373600840568547)",Paris,75056
14111,Cassini - Denfert-Rochereau,True,25,8,17,12,5,True,True,2025-11-05 09:28:54+00:00,"(48.837525839067, 2.3360354080796)",Paris,75056
14014,Jourdan - Stade Charléty,True,60,57,2,1,1,True,True,2025-11-05 09:30:54+00:00,"(48.819428333369, 2.3433353751898)",Paris,75056
32017,Basilique,True,22,6,16,9,7,True,True,2025-11-05 09:31:44+00:00,"(48.93626891059109, 2.3588666820200914)",Saint-Denis,93066
11104,Charonne - Robert et Sonia Delaunay,True,20,19,1,0,1,True,True,2025-11-05 09:32:39+00:00,"(48.855907555969, 2.3925706744194)",Paris,75056
6003,Saint-Sulpice,True,21,15,6,2,4,True,True,2025-11-05 09:32:19+00:00,"(48.85165383178419, 2.3308077827095985)",Paris,75056
8026,Messine - Place Du Pérou,True,12,0,12,3,9,True,True,2025-11-05 09:26:05+00:00,"(48.875448033960744, 2.315508019010038)",Paris,75056
5110,Lacépède - Monge,True,23,21,2,0,2,True,True,2025-11-05 09:30:11+00:00,"(48.84389286531899, 2.3519663885235786)",Paris,75056
7002,Vaneau - Sèvres,True,35,25,8,5,3,True,True,2025-11-05 09:34:08+00:00,"(48.848563233059, 2.3204218259346)",Paris,75056
25006,Place Nelson Mandela,True,22,19,2,1,1,True,True,2025-11-05 09:30:42+00:00,"(48.862453313908, 2.1961666225454)",Rueil-Malmaison,92063
6108,Saint-Romain - Cherche-Midi,True,17,14,2,1,1,True,True,2025-11-05 09:31:09+00:00,"(48.84708159081946, 2.321374788880348)",Paris,75056
17041,Guersant - Gouvion-Saint-Cyr,True,36,23,9,2,7,True,True,2025-11-05 09:33:53+00:00,"(48.88287775178599, 2.287667370814871)",Paris,75056
33006,André Karman - République,True,31,27,3,3,0,True,True,2025-11-05 09:32:02+00:00,"(48.91039875761846, 2.3851355910301213)",Aubervilliers,93001
6021,Beaux-Arts - Bonaparte,True,20,0,20,10,10,True,True,2025-11-05 09:33:59+00:00,"(48.856451985396, 2.3348518833518)",Paris,75056
42016,Pierre et Marie Curie - Maurice Thorez,True,27,24,2,0,2,True,True,2025-11-05 09:33:54+00:00,"(48.81580226360801, 2.376804985105991)",Ivry-sur-Seine,94041
13007,Le Brun - Gobelins,True,48,36,10,9,1,True,True,2025-11-05 09:29:42+00:00,"(48.835092787824, 2.3534681351338)",Paris,75056
40011,Bas du Mont-Mesly,True,27,13,14,11,3,True,True,2025-11-05 09:33:28+00:00,"(48.779035118572, 2.4609763908985)",Créteil,94028
42208,Place des Marseillais,True,35,34,1,1,0,True,True,2025-11-05 09:33:44+00:00,"(48.826605522232, 2.4059119927899)",Charenton-le-Pont,94018
21010,Silly - Galliéni,True,25,12,13,13,0,True,True,2025-11-05 09:34:01+00:00,"(48.835583838706, 2.2325500845909)",Boulogne-Billancourt,92012
5016,Thouin - Cardinal Lemoine,True,17,10,7,2,5,True,True,2025-11-05 09:32:05+00:00,"(48.845047166615, 2.3494647851273)",Paris,75056
30002,Jean Rostand - Paul Vaillant Couturier,True,40,19,18,15,3,True,True,2025-11-05 09:33:50+00:00,"(48.908168131015, 2.4530601033354)",Bobigny,93008
8050,Boétie - Ponthieu,True,45,5,40,19,21,True,True,2025-11-05 09:32:02+00:00,"(48.871417284355, 2.3076787590981)",Paris,75056
7003,Square Boucicaut,True,60,21,37,22,15,True,True,2025-11-05 09:34:27+00:00,"(48.851296433665276, 2.325061820447445)",Paris,75056
13101,Croulebarde - Corvisart,True,34,26,8,6,2,True,True,2025-11-05 09:34:21+00:00,"(48.830981659316855, 2.3481646925210953)",Paris,75056
11025,Froment - Bréguet,True,43,9,32,27,5,True,True,2025-11-05 09:34:24+00:00,"(48.8570414504784, 2.37289470306807)",Paris,75056
31024,Romainville - Vaillant-Couturier,True,38,37,1,0,1,True,True,2025-11-05 09:33:24+00:00,"(48.86785, 2.446748)",Montreuil,93048
15047,Morillons - Dantzig,True,52,49,3,0,3,True,True,2025-11-05 09:31:54+00:00,"(48.83310149953933, 2.299380004405976)",Paris,75056
21108,Mairie de Clichy,True,51,44,6,2,4,True,True,2025-11-05 09:32:09+00:00,"(48.903653634661, 2.3059353232384)",Clichy,92024
17026,Jouffroy d'Abbans - Wagram,True,40,32,7,1,6,True,True,2025-11-05 09:32:20+00:00,"(48.881973298352, 2.301132157445)",Paris,75056
19033,Cambrai - Benjamin Constant,True,43,13,30,11,19,True,True,2025-11-05 09:34:08+00:00,"(48.89594736851349, 2.381133802246315)",Paris,75056
12109,Mairie du 12ème,True,30,24,4,2,2,True,True,2025-11-05 09:34:26+00:00,"(48.840855311763, 2.3875549435616)",Paris,75056
21326,Moulin de Pierre - Abbé Grégoire,True,20,19,1,0,1,True,True,2025-11-05 09:34:03+00:00,"(48.822036188382, 2.2754641655975)",Issy-les-Moulineaux,92040
15202,Bracion - Périphérique,True,30,27,3,0,3,True,True,2025-11-05 09:32:05+00:00,"(48.826103771275, 2.3004549373748)",Paris,75056
20143,Ramponeau - Belleville,True,44,37,4,0,4,True,True,2025-11-05 09:32:20+00:00,"(48.871031137596, 2.379056852114)",Paris,75056
14108,Le Brix et Mesmin - Jourdan,True,21,20,1,0,1,True,True,2025-11-05 09:29:52+00:00,"(48.82234096593411, 2.327861653302471)",Paris,75056
43002,Lagny - Victor Basch,True,26,5,21,14,7,True,True,2025-11-05 09:31:21+00:00,"(48.84884147189881, 2.426325418925233)",Vincennes,94080
2022,Saint-Fiacre - Poissonière,True,35,4,31,18,13,True,True,2025-11-05 09:32:37+00:00,"(48.870828911558, 2.3459213599563)",Paris,75056
16138,Saint-Cloud - Hippodrome,True,30,8,21,20,1,True,True,2025-11-05 09:34:19+00:00,"(48.85772148887421, 2.2549109905958176)",Paris,75056
17044,Porte de Saint-Ouen - Bessières,True,42,15,26,20,6,True,True,2025-11-05 09:34:17+00:00,"(48.89792240854517, 2.32851451022192)",Paris,75056
15068,Général Martial Valin - Pont du Garigliano,True,16,0,16,13,3,True,True,2025-11-05 09:32:24+00:00,"(48.83823094269141, 2.270506024360657)",Paris,75056
17025,Chazelles - Courcelles,True,35,30,2,0,2,True,True,2025-11-05 09:28:14+00:00,"(48.879406604954, 2.3034455627202988)",Paris,75056
17048,De Toqueville - Terrasse,True,30,23,5,3,2,True,True,2025-11-05 09:32:39+00:00,"(48.882428, 2.314002)",Paris,75056
21216,Louis Lejeune - Barbès,True,25,22,3,0,3,True,True,2025-11-05 09:32:14+00:00,"(48.81807418981508, 2.3267009854316716)",Montrouge,92049
44010,8 Mai 1945 - 10 Juillet 1940,True,30,10,20,18,2,True,True,2025-11-05 09:34:26+00:00,"(48.784567029674, 2.3979035764933)",Vitry-sur-Seine,94081
22207,Rond-point du Dr Albert Schweitzer,True,22,18,4,1,3,True,True,2025-11-05 09:26:31+00:00,"(48.78980918988166, 2.3143940046429634)",Bagneux,92007
14013,Liard - Amiral Mouchez,True,28,25,2,1,1,True,True,2025-11-05 09:26:54+00:00,"(48.8214169, 2.342167)",Paris,75056
92002,Théâtre des Amandiers - Palais des sports,True,23,2,21,9,12,True,True,2025-11-05 09:28:25+00:00,"(48.892648526839, 2.2136941552162)",Nanterre,92050
13030,Italie - Tolbiac,True,21,16,5,1,4,True,True,2025-11-05 09:31:29+00:00,"(48.82557229464416, 2.3576171323657036)",Paris,75056
31028,Raspail Barbès,True,28,19,9,2,7,True,True,2025-11-05 09:27:02+00:00,"(48.8529945, 2.4247387)",Montreuil,93048
40016,Sarrazins - Saussure,True,22,10,12,7,5,True,True,2025-11-05 09:31:41+00:00,"(48.769626617432, 2.4717841148376)",Créteil,94028
44017,Jules Guesde - Pont du Port à l'Anglais,True,30,11,18,15,3,True,True,2025-11-05 09:34:06+00:00,"(48.79628807093802, 2.417212128639221)",Vitry-sur-Seine,94081
9002,Abbeville - Faubourg Poissonnière,True,14,10,4,1,3,True,True,2025-11-05 09:32:15+00:00,"(48.879223, 2.349147)",Paris,75056
16118,Michel-Ange - Parent de Rosan,True,26,25,1,0,1,True,True,2025-11-05 09:27:59+00:00,"(48.840579923690115, 2.2584119439125065)",Paris,75056
16110,Octave Feuillet - Albéric Magnard,True,21,2,19,11,8,True,True,2025-11-05 09:29:16+00:00,"(48.86106902949534, 2.2730283066630363)",Paris,75056
2017,Caire - Dussoubs,True,40,10,29,23,6,True,True,2025-11-05 09:34:15+00:00,"(48.86785342111862, 2.349364310503006)",Paris,75056
9001,Bellefond - Poissonnière,True,17,17,0,0,0,True,True,2025-11-05 09:32:01+00:00,"(48.87759897050706, 2.348463758826256)",Paris,75056
9008,Tour d'Auvergne - Rodier,True,17,16,0,0,0,True,True,2025-11-05 09:28:46+00:00,"(48.879161, 2.343698)",Paris,75056
10115,Granges aux Belles,True,27,22,3,0,3,True,True,2025-11-05 09:30:55+00:00,"(48.8761373390584, 2.3680844979417)",Paris,75056
8103,Artois - Berri,True,37,1,36,15,21,True,True,2025-11-05 09:31:53+00:00,"(48.87393521240818, 2.3064258322119713)",Paris,75056
10029,Dunkerque - Rocroy,True,24,21,3,2,1,True,True,2025-11-05 09:34:24+00:00,"(48.880726, 2.351464)",Paris,75056
8048,Marceau - Chaillot,True,21,2,19,10,9,True,True,2025-11-05 09:27:51+00:00,"(48.868834023334, 2.2986030816809)",Paris,75056
1001,Quai de l'Horloge - Pont Neuf,True,17,0,17,13,4,True,True,2025-11-05 09:30:54+00:00,"(48.857058739111, 2.3417982839439)",Paris,75056
13118,Regnault - Patay,True,63,15,48,45,3,True,True,2025-11-05 09:32:54+00:00,"(48.82435782216384, 2.377065159380436)",Paris,75056
21328,Verger - Colonel Guichard,True,29,26,2,0,2,True,True,2025-11-05 09:32:56+00:00,"(48.816376985087, 2.2670380088932)",Issy-les-Moulineaux,92040
15112,Vigée-Lebrun - Anselme Payen,True,24,20,3,0,3,True,True,2025-11-05 09:32:57+00:00,"(48.838683941628375, 2.3110422492027287)",Paris,75056
9038,Douai - Bruxelles,True,27,25,0,0,0,True,True,2025-11-05 09:30:49+00:00,"(48.88320784122797, 2.3308449949028507)",Paris,75056
18111,Félix Ziem - Armand Gauthier,True,25,20,4,0,4,True,True,2025-11-05 09:33:08+00:00,"(48.88949630486821, 2.333393658804396)",Paris,75056
17008,Porte Pouchet-Bessières,True,23,21,2,0,2,True,True,2025-11-05 09:30:52+00:00,"(48.8978765, 2.3230632)",Paris,75056
48003,Youri Gagarine - Karl Marx,True,22,21,1,1,0,True,True,2025-11-05 09:27:58+00:00,"(48.78448485079149, 2.35908430069685)",Villejuif,94076
5005,Gay Lussac - Saint-Jacques,True,42,23,19,9,10,True,True,2025-11-05 09:34:26+00:00,"(48.844730256132, 2.3419239448664)",Paris,75056
44015,Rouget de L'isle - Watteau,True,20,15,5,4,1,True,True,2025-11-05 09:28:26+00:00,"(48.778192750803, 2.3963020229163)",Vitry-sur-Seine,94081
21323,Charlot - Stade Gabriel Voisin,True,31,18,13,8,5,True,True,2025-11-05 09:34:10+00:00,"(48.827228120536, 2.268122527474)",Issy-les-Moulineaux,92040
43009,Place Jean-Spire-Lemaître,True,50,45,5,1,4,True,True,2025-11-05 09:32:29+00:00,"(48.8468428626593, 2.452062070369721)",Vincennes,94080
9014,Faubourg Montmartre - La Fayette,True,35,1,34,32,2,True,True,2025-11-05 09:30:41+00:00,"(48.875254549053, 2.3408536612988)",Paris,75056
17032,Jean Oestreicher - Porte de Champerret,True,21,0,21,12,9,True,True,2025-11-05 09:33:32+00:00,"(48.88655580065981, 2.288640439510346)",Paris,75056
19105,Ambroise Rendu - Porte Brunet,True,17,12,5,0,5,True,True,2025-11-05 09:31:32+00:00,"(48.883667, 2.395733)",Paris,75056
8016,Square Louis XVI,True,29,0,29,24,5,True,True,2025-11-05 09:33:38+00:00,"(48.87320440102894, 2.323658830743138)",Paris,75056
31706,Château - République,True,26,18,8,2,6,True,True,2025-11-05 09:32:04+00:00,"(48.862923800596, 2.4155035614967)",Bagnolet,93006
10161,Gare de l'Est - Faubourg-Saint-Martin,True,32,26,6,2,4,True,True,2025-11-05 09:33:40+00:00,"(48.875642647477, 2.3594588041306)",Paris,75056
22409,Henri Barbusse - Stalingrad,True,16,13,2,0,2,True,True,2025-11-05 09:31:06+00:00,"(48.814183748660554, 2.2872862592339516)",Malakoff,92046
41303,Gare de Nogent-le-Perreux,True,32,21,11,3,8,True,True,2025-11-05 09:28:42+00:00,"(48.83842553348809, 2.493693307042122)",Nogent-sur-Marne,94052
51006,Lieutenant Colonel Prudhon - Repos,True,1,1,0,0,0,False,False,2025-10-27 09:36:39+00:00,"(48.946800700149, 2.2380727982588)",Argenteuil,95018
12031,Gabriel Lamé,True,36,1,33,31,2,True,True,2025-11-05 09:34:21+00:00,"(48.8351212784276, 2.385534569621086)",Paris,75056
9022,Rossini - Laffitte,True,33,1,31,13,18,True,True,2025-11-05 09:34:06+00:00,"(48.87334627510507, 2.337980867701675)",Paris,75056
5022,Boulangers - Cardinal Lemoine,True,20,7,13,4,9,True,True,2025-11-05 09:34:24+00:00,"(48.8462904, 2.3521495)",Paris,75056
17004,Legendre - Clichy,True,40,38,1,1,0,True,True,2025-11-05 09:30:01+00:00,"(48.88896161855884, 2.322528975094376)",Paris,75056
13104,Gare d'Austerlitz - Quai Saint-Bernard,True,27,11,16,13,3,True,True,2025-11-05 09:26:30+00:00,"(48.84369030864, 2.3657163977623)",Paris,75056
26003,Argenteuil - Voltaire,True,16,16,0,0,0,True,True,2025-11-05 09:30:53+00:00,"(48.918648659556, 2.281411215663)",Asnières-sur-Seine,92004
8009,Gare Saint-Lazare - Isly,True,27,0,26,17,9,True,True,2025-11-05 09:28:09+00:00,"(48.874777677621296, 2.326515804784655)",Paris,75056
9028,Moncey - Blanche,True,17,15,1,0,1,True,True,2025-11-05 09:32:14+00:00,"(48.88006587474148, 2.3310810327529907)",Paris,75056
31103,Gare Rosny-Bois-Perrier,True,35,15,19,5,14,True,True,2025-11-05 09:30:34+00:00,"(48.88115023337061, 2.480436824262142)",Rosny-sous-Bois,93064
26002,Redoute - Les Courtilles,True,40,21,18,12,6,True,True,2025-11-05 09:33:42+00:00,"(48.929867194519, 2.2836696356535)",Asnières-sur-Seine,92004
7018,Ségur - d'Estrées,True,19,6,13,10,3,True,True,2025-11-05 09:34:24+00:00,"(48.851419978983, 2.3097044974566)",Paris,75056
17043,Belidor - Gouvion-Saint-Cyr,True,39,25,13,11,2,True,True,2025-11-05 09:33:20+00:00,"(48.88022154052015, 2.2854680567979813)",Paris,75056
19207,Jean Jaurès - Bouret,True,32,29,1,0,1,True,True,2025-11-05 09:33:45+00:00,"(48.883144703938, 2.3712364995651)",Paris,75056
45003,11 Novembre 1918 - 8 Mai 1945,True,36,31,5,0,5,True,True,2025-11-05 09:26:53+00:00,"(48.80889533774377, 2.5382421165704727)",Champigny-sur-Marne,94017
8053,Place Georges Guillaumin,True,29,8,21,9,12,True,True,2025-11-05 09:32:08+00:00,"(48.874750203957, 2.301771435326)",Paris,75056
8034,Berri - Haussmann,True,49,9,40,17,23,True,True,2025-11-05 09:33:54+00:00,"(48.874746047357135, 2.3082953318953514)",Paris,75056
9106,Boudreau - Auber,True,28,2,26,16,10,True,True,2025-11-05 09:30:50+00:00,"(48.87219, 2.329423)",Paris,75056
19043,Delphine Seyrig - Général Leclerc,True,53,46,6,0,6,True,True,2025-11-05 09:30:35+00:00,"(48.893923963057865, 2.39790290594101)",Pantin,93055
19015,Thionville - Ourcq,True,24,22,2,0,2,True,True,2025-11-05 09:34:07+00:00,"(48.88917613743794, 2.3833653330802917)",Paris,75056
18107,Chartres - La Charbonnière,True,34,30,4,1,3,True,True,2025-11-05 09:32:10+00:00,"(48.8847601, 2.3534657)",Paris,75056
19003,Quai de la Seine,True,24,21,2,2,0,True,True,2025-11-05 09:29:33+00:00,"(48.884492238407525, 2.3703941702842717)",Paris,75056
31022,Mairie de Montreuil,True,52,45,6,3,3,True,True,2025-11-05 09:34:15+00:00,"(48.86131452758348, 2.440614402294159)",Montreuil,93048
12151,Gare de Lyon - Place Louis Armand,True,60,20,40,30,10,True,True,2025-11-05 09:34:16+00:00,"(48.845515089794, 2.3726498446286)",Paris,75056
46002,Rouget de Lisle,True,35,15,19,13,6,True,True,2025-11-05 09:33:56+00:00,"(48.764615483395254, 2.4071189761161804)",Choisy-le-Roi,94022
16202,Commandant Schloesing - Pétrarque,True,30,30,0,0,0,False,False,2025-05-23 15:36:48+00:00,"(48.861773096259, 2.2838841134601)",Paris,75056
10016,Récollets - Square Villemin,True,17,15,2,1,1,True,True,2025-11-05 09:33:26+00:00,"(48.875034655883944, 2.359801238597928)",Paris,75056
92007,Pesaro - Préfecture,True,22,0,22,4,18,True,True,2025-11-05 09:33:00+00:00,"(48.89577046284005, 2.223908342421055)",Nanterre,92050
31009,Place Du Général De Gaulle,True,26,22,3,1,2,True,True,2025-11-05 09:33:28+00:00,"(48.8687591, 2.4329931)",Montreuil,93048
16026,Ranelagh - Mozart,True,23,20,2,2,0,True,True,2025-11-05 09:34:12+00:00,"(48.8554439, 2.2704418)",Paris,75056
41302,Charles de Gaulle - Beauté,True,49,39,8,0,8,True,True,2025-11-05 09:25:07+00:00,"(48.83649602312711, 2.479562651149885)",Nogent-sur-Marne,94052
10107,Gare du Nord - Hôpital Lariboisière,True,49,45,4,3,1,True,True,2025-11-05 09:31:26+00:00,"(48.881949, 2.352339)",Paris,75056
14020,Cimetière de Montrouge,True,58,32,25,25,0,True,True,2025-11-05 09:34:22+00:00,"(48.821466904768, 2.3215785772007)",Paris,75056
19026,Place de Rhin et Danube,True,17,14,1,0,1,True,True,2025-11-05 09:33:19+00:00,"(48.88192765861766, 2.392586767673493)",Paris,75056
15042,Henry Farman,True,16,0,16,11,5,True,True,2025-11-05 09:31:44+00:00,"(48.83372430280548, 2.2713854536414146)",Paris,75056
16039,Exelmans - Versailles,True,49,47,2,0,2,True,True,2025-11-05 09:32:33+00:00,"(48.84097491091973, 2.264390252530575)",Paris,75056
33102,Gabriel Péri - Francisco Ferrer,True,18,12,6,0,6,True,True,2025-11-05 09:32:36+00:00,"(48.88633710236977, 2.407338917255402)",Le Pré-Saint-Gervais,93061
11023,Saint-Maur - Roquette,True,46,41,5,2,3,True,True,2025-11-05 09:34:23+00:00,"(48.858688774062955, 2.383553994571467)",Paris,75056
42706,Roger Salengro - Fontainebleau,True,25,19,6,2,4,True,True,2025-11-05 09:34:26+00:00,"(48.814548697325, 2.3611663654447)",Le Kremlin-Bicêtre,94043
11002,Roquette - Thiéré,True,23,4,19,15,4,True,True,2025-11-05 09:34:16+00:00,"(48.85507930579506, 2.3733686318721463)",Paris,75056
21212,Marne - Germain Dardan,True,22,20,2,2,0,True,True,2025-11-05 09:26:19+00:00,"(48.81217465201, 2.3035024699104)",Montrouge,92049
12111,Claude Decaen - Cannebière,True,45,44,1,0,1,True,True,2025-11-05 09:29:16+00:00,"(48.83761417037952, 2.397253782195704)",Paris,75056
44006,Concorde - Stalingrad,True,35,31,3,1,2,True,True,2025-11-05 09:33:49+00:00,"(48.7985844, 2.3821302)",Vitry-sur-Seine,94081
11047,Amelot - Saint-Sébastien,True,30,14,16,11,5,True,True,2025-11-05 09:32:09+00:00,"(48.861142162761, 2.3677996181077)",Paris,75056
19120,Carducci - Place Hannah Arendt,True,27,22,5,1,4,True,True,2025-11-05 09:26:38+00:00,"(48.877436681515796, 2.3860743641853337)",Paris,75056
5032,Panthéon - Valette,True,51,15,36,4,32,True,True,2025-11-05 09:33:33+00:00,"(48.847020571652, 2.3464982619671)",Paris,75056
17204,Paul Bodin - Clichy,True,33,16,16,15,1,True,True,2025-11-05 09:30:55+00:00,"(48.892594758409, 2.3171403311203)",Paris,75056
15067,Desaix - Edgar Faure,True,12,0,12,9,3,True,True,2025-11-05 09:28:45+00:00,"(48.852804604940296, 2.293077029857222)",Paris,75056
41209,Cimetière de Fontenay-sous-Bois,True,15,15,0,0,0,True,True,2025-11-05 09:29:49+00:00,"(48.84706173362218, 2.4787822365760808)",Fontenay-sous-Bois,94033
16108,Sablons - Georges Mandel,True,38,31,6,3,3,True,True,2025-11-05 09:28:17+00:00,"(48.863875, 2.28189)",Paris,75056
21312,Lucie Aubrac - Fort,True,30,30,0,0,0,True,True,2025-11-05 09:26:40+00:00,"(48.818144834008976, 2.271184623241425)",Issy-les-Moulineaux,92040
17030,Pereire - Rennequin,True,23,7,14,11,3,True,True,2025-11-05 09:34:17+00:00,"(48.88364782887555, 2.2952447086572647)",Paris,75056
14008,Mouton Duvernet - Général Leclerc,True,28,24,3,2,1,True,True,2025-11-05 09:32:36+00:00,"(48.831632518293, 2.3293121159077)",Paris,75056
6006,Notre-Dame-des-Champs - Stanislas,True,19,8,11,4,7,True,True,2025-11-05 09:31:25+00:00,"(48.84479928858768, 2.329337755887181)",Paris,75056
22406,Guy Môquet - Etienne Dolet,True,23,19,4,0,4,True,True,2025-11-05 09:32:40+00:00,"(48.81527009991819, 2.298078276995073)",Malakoff,92046
11027,Saint-Ambroise - Parmentier,True,38,32,6,5,1,True,True,2025-11-05 09:32:25+00:00,"(48.862147844548, 2.3772348091006)",Paris,75056
5203,Victor Cousin - Cujas,True,0,0,0,0,0,False,False,2025-09-18 11:22:09+00:00,"(48.847909849567, 2.3424898070094)",Paris,75056
12128,Pyramide - Ecole du Breuil,True,34,25,9,5,4,True,True,2025-11-05 09:33:03+00:00,"(48.82237977153955, 2.4586871266365056)",Paris,75056
31102,Boissière - Etienne Dolet,True,21,20,1,0,1,True,True,2025-11-05 09:33:40+00:00,"(48.876111, 2.4677312)",Montreuil,93048
8010,Liège - Moscou,True,17,17,0,0,0,True,True,2025-11-05 09:33:36+00:00,"(48.8795431, 2.3264628)",Paris,75056
8054,Bertie Albrecht - Hoche,True,32,5,27,11,16,True,True,2025-11-05 09:34:11+00:00,"(48.87614039826388, 2.301303138307601)",Paris,75056
33017,Anatole France - President Roosevelt,True,29,25,3,1,2,True,True,2025-11-05 09:32:58+00:00,"(48.9155156, 2.3814103)",Aubervilliers,93001
21209,Molière - République,True,30,30,0,0,0,True,True,2025-11-05 09:24:34+00:00,"(48.81111581390707, 2.3145738624448158)",Montrouge,92049
18011,Pajol - Place Herbert,True,39,34,4,3,1,True,True,2025-11-05 09:32:24+00:00,"(48.8927825, 2.3635598)",Paris,75056
14012,Sibelle - Alésia,True,37,36,1,0,1,True,True,2025-11-05 09:24:34+00:00,"(48.826701758539215, 2.3384983465075493)",Paris,75056
20042,Pyrénées - Emmery,True,40,39,1,0,1,True,True,2025-11-05 09:34:17+00:00,"(48.87202880542, 2.3918598091484)",Paris,75056
21005,Hôtel de Ville de Boulogne Billancourt,True,26,1,24,13,11,True,True,2025-11-05 09:34:16+00:00,"(48.83495885166784, 2.2416803240776066)",Boulogne-Billancourt,92012
11113,Richard Lenoir - Republique,True,58,48,9,7,2,True,True,2025-11-05 09:34:17+00:00,"(48.8667175, 2.3692541)",Paris,75056
10042,Enghien - Faubourg Poissonnière,True,33,7,26,18,8,True,True,2025-11-05 09:33:28+00:00,"(48.872420063053, 2.3483952362828)",Paris,75056
15104,Hôpital Européen Georges Pompidou,True,78,2,76,50,26,True,True,2025-11-05 09:33:48+00:00,"(48.837695319163, 2.2753742337227)",Paris,75056
19103,Manin - Carrières d'Amérique,True,20,15,4,0,4,True,True,2025-11-05 09:31:09+00:00,"(48.884672142095, 2.3919698596001)",Paris,75056
14003,Schoelcher - Raspail,True,50,45,4,0,4,True,True,2025-11-05 09:34:04+00:00,"(48.83681733526843, 2.3312794080411474)",Paris,75056
8045,Place de la Reine Astrid,True,58,16,40,23,17,True,True,2025-11-05 09:33:30+00:00,"(48.864920982538, 2.3025491823859)",Paris,75056
43008,Fontenay - Libération,True,25,21,4,0,4,True,True,2025-11-05 09:29:09+00:00,"(48.847803063647, 2.4451419711113)",Vincennes,94080
14124,David Weill - Parc Montsouris,True,22,21,1,0,1,True,True,2025-11-05 09:33:31+00:00,"(48.821092374256104, 2.333725690841675)",Paris,75056
5018,Mutualité,True,37,19,16,10,6,True,True,2025-11-05 09:33:48+00:00,"(48.848225572724, 2.3502873256803)",Paris,75056
15110,Place Robert Guillemard,True,24,1,22,21,1,True,True,2025-11-05 09:34:27+00:00,"(48.836191728066666, 2.2811267160086417)",Paris,75056
19101,Square Simon Bolivar,True,24,21,3,0,3,True,True,2025-11-05 09:31:10+00:00,"(48.875089888322, 2.3826304078102)",Paris,75056
44013,Edouard Tremblay - Julian Grimaux,True,30,17,13,4,9,True,True,2025-11-05 09:33:51+00:00,"(48.781383825117, 2.3723508417606)",Vitry-sur-Seine,94081
14138,Porte de Vanves,True,32,24,8,2,6,True,True,2025-11-05 09:33:35+00:00,"(48.828012849445, 2.3056878894567)",Paris,75056
20131,Repos - Cimetière du Père Lachaise,True,33,32,1,0,1,True,True,2025-11-05 09:31:55+00:00,"(48.859358523593, 2.3896131366845)",Paris,75056
12114,Victor Hugo - Jeanne Jugan,True,28,26,2,1,1,True,True,2025-11-05 09:32:10+00:00,"(48.843949064031825, 2.415081394834419)",Paris,75056
21015,Nationale - Place Jules Guesde,True,23,8,13,9,4,True,True,2025-11-05 09:33:31+00:00,"(48.82753962462998, 2.2416052222251897)",Boulogne-Billancourt,92012
8017,Rocher - Laborde,True,65,54,11,10,1,True,True,2025-11-05 09:34:04+00:00,"(48.87590240712654, 2.322616316378116)",Paris,75056
5028,Censier - Jardin des Plantes,True,28,5,23,19,4,True,True,2025-11-05 09:31:53+00:00,"(48.84107178161383, 2.355475388467312)",Paris,75056
15054,Lecourbe - Jean Maridor,True,19,1,18,10,8,True,True,2025-11-05 09:32:44+00:00,"(48.83796366147599, 2.2877392172813416)",Paris,75056
48010,Karl Marx,True,16,5,11,1,10,True,True,2025-11-05 09:34:21+00:00,"(48.784527937293184, 2.3646667979455587)",Villejuif,94076
15106,Grenelle - Violet,True,35,23,9,6,3,True,True,2025-11-05 09:34:19+00:00,"(48.84993035512154, 2.294612042605877)",Paris,75056
22203,Tertres - Fontaine,True,28,26,2,0,2,True,True,2025-11-05 09:34:08+00:00,"(48.787553654715644, 2.306235730648041)",Bagneux,92007
5124,Erasme - Ulm,True,24,1,23,8,15,True,True,2025-11-05 09:34:21+00:00,"(48.84264375274712, 2.3445946723222733)",Paris,75056
41202,Gare Rer de Fontenay sous Bois,True,61,57,4,1,3,True,True,2025-11-05 09:26:45+00:00,"(48.8436279, 2.4630465)",Fontenay-sous-Bois,94033
14106,Marc Sangnier - Porte de Vanves,True,21,18,2,0,2,True,True,2025-11-05 09:32:52+00:00,"(48.825218683556734, 2.3107116669416428)",Paris,75056
42021,Raspail - Manufacture des Oeillets,True,32,1,31,26,5,True,True,2025-11-05 09:32:30+00:00,"(48.8094458, 2.3903009)",Ivry-sur-Seine,94041
18046,Etienne Jodelle - Saint Ouen,True,33,29,3,1,2,True,True,2025-11-05 09:31:37+00:00,"(48.88794016394694, 2.326124420314341)",Paris,75056
